id,tsneX,tsneY,pcaX,pcaY,somX,somY,umapX,umapY,aeX,aeY,start,active,color,kcolor2,kcolor3,kcolor4,kcolor5,kcolor6,kcolor7,kcolor8,kcolor20
2329,39.51162793705356,46.61658403407603,70.00765091089812,5.1870850107412565,-68.9655172413793,80.0,43.40684509277344,-16.629348754882812,-1.5999999999999943,75.19999999999999,2329000,1,black,blue,blue,green,blue,green,green,blue,purple
2330,36.439102224763076,27.225584874339518,65.3286337468098,-0.41722060862947785,-46.89655172413793,-44.13793103448276,36.336395263671875,-4.736091613769531,-3.200000000000003,25.599999999999994,2330000,1,black,blue,blue,green,blue,green,green,blue,purple
2331,50.12722890858751,47.72319158176518,65.99970205901826,3.949346681920062,-74.48275862068965,11.034482758620683,54.45252990722656,-0.7700958251953125,-17.6,40.0,2331000,1,black,blue,blue,green,blue,green,green,blue,purple
2332,48.11484378057858,39.57032849789833,67.66576515600735,2.688981171191628,-60.689655172413794,-46.89655172413793,50.34965515136719,-5.877418518066406,19.200000000000003,57.599999999999994,2332000,1,black,blue,blue,green,blue,green,green,blue,purple
2333,53.376550055734896,22.318724060831656,61.017135220245166,0.2932062792952621,-77.24137931034483,74.48275862068965,44.99664306640625,-2.7698898315429688,-49.6,20.799999999999997,2333000,1,black,blue,blue,green,blue,green,green,blue,purple
2334,31.50412551114961,43.459837722851844,63.281672216597,-1.5308019977404967,-66.20689655172414,49.65517241379311,39.86681365966797,-10.489608764648438,35.2,44.8,2334000,1,black,blue,blue,green,blue,green,green,blue,purple
2335,55.16687611145778,54.00929506823746,68.74966598606946,2.406681035278453,-77.24137931034483,74.48275862068965,57.850433349609375,-14.668083190917969,-33.6,14.400000000000006,2335000,1,black,blue,blue,green,blue,green,green,blue,purple
2336,59.246478516755076,45.17693181502834,66.09664175926119,0.2283416216169769,-80.0,11.034482758620683,59.490081787109375,-1.9979095458984375,24.0,-25.6,2336000,1,black,blue,blue,green,blue,green,green,blue,purple
2337,55.65532955422319,56.94483983022462,66.48817370622649,-2.0327894123952746,-80.0,80.0,52.478515625,-0.8555984497070312,-27.200000000000003,-60.8,2337000,1,black,blue,blue,green,blue,green,green,blue,purple
2338,54.52810617287062,63.29519015162293,66.18177814241028,-0.32631228598393136,-71.72413793103448,-38.62068965517241,53.483184814453125,-5.033111572265625,70.4,17.599999999999994,2338000,1,black,blue,blue,green,blue,green,green,blue,purple
2339,29.271571632024603,26.824816465665762,62.429977334407454,-6.695083171426475,-57.93103448275862,66.20689655172413,34.09513854980469,3.2075347900390625,3.200000000000003,57.599999999999994,2339000,1,black,blue,blue,green,blue,green,green,blue,purple
2340,44.73607711664694,20.197749759681088,63.92345833992678,-2.634708199130472,-52.41379310344828,8.275862068965523,38.052947998046875,10.182136535644531,-24.0,22.400000000000006,2340000,1,black,blue,blue,green,blue,green,green,blue,purple
2341,33.412512248081626,31.932904114198365,62.620824014584684,-6.6183412379605215,-52.41379310344828,33.103448275862064,37.298194885253906,0.12676239013671875,-19.200000000000003,-68.8,2341000,1,black,blue,blue,green,blue,green,green,blue,purple
2342,28.848575693939893,8.282686425116395,16.914796020133807,-12.516279300992409,-44.13793103448276,52.413793103448285,10.602142333984375,12.993980407714844,38.400000000000006,-3.200000000000003,2342000,1,black,blue,blue,green,blue,green,green,orange,blue
2343,-7.092536154107435,-71.58232772498485,-41.83556016258815,-35.261420390397326,80.0,80.0,-48.508201599121094,-0.376708984375,-8.0,46.400000000000006,2343000,1,black,green,yellow,blue,green,purple,yellow,purple,black
2344,-0.21762370878457205,-43.94234851196607,-27.330763973035218,1.770259448317475,49.65517241379311,68.9655172413793,-71.70304870605469,8.606208801269531,12.799999999999997,65.6,2344000,1,black,green,yellow,yellow,purple,yellow,red,brown,green
2345,-29.88364748177456,-1.650929982890048,-47.980490223862176,-6.32964473187991,66.20689655172413,-44.13793103448276,-61.052337646484375,41.44087219238281,-8.0,20.799999999999997,2345000,1,black,green,yellow,red,green,orange,teal,red,brown
2346,-39.65667751674277,-30.435478892840017,-41.787203073463736,40.34628513273964,35.86206896551724,49.65517241379311,-77.23213958740234,27.799110412597656,72.0,27.200000000000003,2346000,1,black,green,green,yellow,red,blue,orange,brown,black
2347,-2.3014718568316965,-12.352562914317318,-56.20112166302785,10.770576582720892,38.62068965517241,-38.62068965517241,-58.33496856689453,21.932716369628906,76.80000000000001,0.0,2347000,1,black,green,green,red,yellow,orange,teal,green,blue
2348,-62.59827629914459,5.115916605687886,-55.49319717207041,-3.1028383478074204,71.72413793103448,-8.275862068965523,-62.622596740722656,14.693855285644531,-11.200000000000003,-60.8,2348000,1,black,green,green,red,yellow,orange,teal,green,teal
2349,-34.051598643288486,3.1756392199098826,-51.623837790904666,-6.268564390783325,71.72413793103448,-55.172413793103445,-56.52095413208008,27.494186401367188,-17.6,56.0,2349000,1,black,green,yellow,blue,green,purple,yellow,purple,purple
2350,-24.99683713625877,-46.91617123659508,-54.563590368619245,16.670649080129593,-2.7586206896551744,13.793103448275858,-69.34632110595703,-4.001502990722656,32.0,-9.599999999999994,2350000,1,black,green,green,red,yellow,red,blue,brown,blue
